plot_code,image_array,country_code,survey_date,altitude,longitude,latitude,tsu_id,plot_id,country_name,sign_of_erosion,srf_salt,srf_crust,crsfrgab,srf_stone,lndform,slope_class,bare_soil,main_land_use,life_forms,crop_type,field_size,field_distribution_pattern,ploughing_sign,ploughing_direction,tillage_mode,input_crop_residue,input_green_manure,input_animal_manure,input_inorganic,water_supply,grazing_sign_present,grazing_sign_infrastructure,grazing_sign_droppings,grazing_sign_grass,overgrazing_sign_bare,overgrazing_sign_dung,overgrazing_sign_deforest
KE057-5-2,"[[[174 208 243]
  [174 208 243]
  [175 209 245]
  ...
  [ 65  90  69]
  [ 65  92  69]
  [ 86 114  89]]

 [[178 210 244]
  [178 210 244]
  [180 212 247]
  ...
  [ 76 102  75]
  [100 128 103]
  [107 135 110]]

 [[183 213 244]
  [184 213 245]
  [184 214 245]
  ...
  [102 130  92]
  [116 145 112]
  [116 145 113]]

 ...

 [[163 134  99]
  [173 143 108]
  [165 132  99]
  ...
  [ 80  52  36]
  [ 80  52  37]
  [ 82  54  39]]

 [[179 152 114]
  [179 150 114]
  [164 133  98]
  ...
  [ 67  39  29]
  [ 76  51  37]
  [102  78  64]]

 [[175 145 107]
  [161 130  92]
  [165 131  94]
  ...
  [ 82  57  37]
  [ 83  61  41]
  [106  85  68]]]",KE,2023/06/12,871,37.77582460000001,-0.5079259,967958500201502,4748,Kenya,No,No,No,Abundant (40-80%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Pulses,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),Yes,No,Yes,No,Rainfed ,No,No,No,No,No,No,No
KE053-7-1,"[[[210 221 225]
  [211 222 226]
  [211 222 226]
  ...
  [168 175 181]
  [170 179 182]
  [170 178 181]]

 [[210 221 225]
  [211 222 226]
  [212 223 227]
  ...
  [169 176 182]
  [171 179 182]
  [172 180 183]]

 [[211 222 226]
  [212 223 227]
  [213 224 228]
  ...
  [164 171 177]
  [165 173 177]
  [171 179 182]]

 ...

 [[ 21  18   2]
  [ 33  31   9]
  [ 27  24   8]
  ...
  [ 60  45  23]
  [ 63  45  23]
  [ 58  41  18]]

 [[ 44  43  12]
  [ 31  28  10]
  [ 29  26   7]
  ...
  [ 66  52  28]
  [ 56  40  16]
  [ 60  44  20]]

 [[ 64  67  14]
  [ 47  44  22]
  [ 33  31   7]
  ...
  [ 55  41  17]
  [ 61  45  21]
  [ 62  46  22]]]",KE,2023/06/13,889,37.7874667,-0.2201083,960833800100901,4757,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Pulses,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Fields: 20 – 50%; clustered – irregular pattern and shape ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
KE050-5-3,"[[[ 14  21  13]
  [ 15  22  13]
  [  7  14   6]
  ...
  [ 44  61  49]
  [ 63  82  63]
  [ 76  96  71]]

 [[ 10  17   9]
  [  6  13   6]
  [  3   9   2]
  ...
  [ 44  61  45]
  [ 63  82  58]
  [ 77  97  66]]

 [[ 12  19  11]
  [  4  11   3]
  [  4  11   3]
  ...
  [ 56  71  51]
  [ 75  92  61]
  [ 82  99  60]]

 ...

 [[128 116 108]
  [ 82  59  47]
  [126 101  81]
  ...
  [134 106  77]
  [157 121  85]
  [133  93  49]]

 [[103  86  79]
  [ 97  67  53]
  [109  80  59]
  ...
  [156 128 102]
  [132  94  58]
  [142 104  62]]

 [[ 88  77  69]
  [104  75  58]
  [113  80  58]
  ...
  [167 140 116]
  [121  84  54]
  [146 113  81]]]",KE,2023/06/14,787,37.9109801,-0.0253365,955936200400703,4762,Kenya,No,Yes,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Pulses,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Fields: 20 – 50%; clustered – irregular pattern and shape ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened","In slope direction, tangent to contour","Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
KE050-1-1,"[[[ 84 103  83]
  [ 98 117  95]
  [132 150 136]
  ...
  [ 32  45  25]
  [ 36  51  30]
  [ 40  57  33]]

 [[ 64  82  66]
  [ 79  98  79]
  [117 135 118]
  ...
  [ 29  41  22]
  [ 32  46  28]
  [ 35  51  32]]

 [[ 54  72  60]
  [ 59  77  62]
  [ 73  92  73]
  ...
  [ 29  39  22]
  [ 27  39  25]
  [ 30  42  30]]

 ...

 [[ 66 120   8]
  [ 68 108  35]
  [ 83 115  74]
  ...
  [ 26   8   7]
  [ 75  38  33]
  [ 88  49  35]]

 [[100 156   2]
  [ 92 142  22]
  [ 62  97  40]
  ...
  [ 27   9   6]
  [ 52  26  12]
  [ 98  80  44]]

 [[ 98 142   2]
  [ 95 147   5]
  [ 58  99  24]
  ...
  [ 69  35  23]
  [ 95  73  41]
  [ 99  98  44]]]",KE,2023/06/14,773,37.9189509,-0.0338,955936201401601,4763,Kenya,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened","In slope direction, tangent to contour","Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
KE114-2-1,"[[[205 214 227]
  [204 213 226]
  [204 213 226]
  ...
  [224 234 243]
  [226 233 243]
  [228 235 245]]

 [[206 214 227]
  [205 213 226]
  [205 213 226]
  ...
  [229 238 247]
  [229 236 246]
  [228 235 245]]

 [[214 221 232]
  [213 219 231]
  [212 219 231]
  ...
  [233 240 248]
  [227 234 244]
  [222 229 239]]

 ...

 [[141 116  93]
  [124 103  80]
  [119 102  80]
  ...
  [ 97  77  65]
  [ 96  78  66]
  [ 98  80  68]]

 [[123 100  78]
  [121 101  79]
  [132 116  95]
  ...
  [ 91  71  61]
  [ 93  75  63]
  [ 95  77  65]]

 [[126 104  83]
  [152 133 113]
  [132 117  97]
  ...
  [ 91  71  63]
  [ 93  75  63]
  [ 95  77  65]]]",KE,2023/06/21,1966,36.4396783,0.5360083000000001,941678402000901,4805,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened","In slope direction, tangent to contour",Mechanical (tractor),No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE047-4-1,"[[[184 206 227]
  [183 205 226]
  [184 206 227]
  ...
  [164 191 220]
  [164 191 221]
  [163 190 220]]

 [[184 206 227]
  [185 207 228]
  [184 206 227]
  ...
  [166 193 222]
  [165 192 222]
  [164 191 221]]

 [[184 206 227]
  [186 208 229]
  [186 208 229]
  ...
  [166 193 222]
  [165 192 221]
  [166 193 222]]

 ...

 [[117 100  60]
  [110  96  50]
  [119 121  65]
  ...
  [131 130  63]
  [113 128  46]
  [122 139  58]]

 [[107  90  51]
  [ 98  70  38]
  [132 123  84]
  ...
  [118 106  59]
  [117 104  51]
  [114 101  50]]

 [[122 105  64]
  [109  83  51]
  [106  91  53]
  ...
  [ 99  75  50]
  [116  85  58]
  [ 90  58  33]]]",KE,2023/06/22,1995,36.4811847,0.1525849,951475200601501,4811,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Steep land (Gradient > 30%, relief intensity > 150 m/km)",Moderately steep (15 - 30%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Fields: 20 – 50%; clustered – irregular pattern and shape ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
KE029-3-1,"[[[146 145 129]
  [165 167 157]
  [183 189 189]
  ...
  [ 57  15  21]
  [ 64  16  24]
  [ 64  17  25]]

 [[128 128 115]
  [160 162 154]
  [171 176 176]
  ...
  [ 45   8  12]
  [ 51  15  18]
  [ 53  18  20]]

 [[176 177 170]
  [155 157 151]
  [159 162 160]
  ...
  [ 40   8  11]
  [ 45   8   9]
  [ 57  10  13]]

 ...

 [[169 114  73]
  [175 120  80]
  [161 105  68]
  ...
  [159 101  70]
  [130  78  55]
  [ 94  45  28]]

 [[160 105  64]
  [163 108  68]
  [175 119  82]
  ...
  [107  53  31]
  [111  59  38]
  [117  67  45]]

 [[151  96  55]
  [160 105  66]
  [162 106  69]
  ...
  [ 87  36  22]
  [ 97  44  29]
  [105  53  34]]]",KE,2023/07/31,1090,38.074926700000006,-1.0039,979983301400601,4828,Kenya,Yes,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Pulses,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,Yes,Yes,No,No
KE027-7-1,"[[[166 183 199]
  [167 184 200]
  [169 186 202]
  ...
  [ 66  73  42]
  [ 59  68  40]
  [ 60  71  44]]

 [[166 183 199]
  [167 184 200]
  [167 184 200]
  ...
  [ 67  73  43]
  [ 60  69  41]
  [ 60  70  43]]

 [[166 183 199]
  [167 184 200]
  [168 185 201]
  ...
  [ 62  70  41]
  [ 54  63  36]
  [ 53  63  36]]

 ...

 [[147 112  84]
  [114  77  50]
  [133  97  70]
  ...
  [ 80  43  24]
  [104  69  52]
  [124  90  73]]

 [[158 123  92]
  [135 101  70]
  [159 125  93]
  ...
  [ 85  48  30]
  [ 95  58  42]
  [ 93  55  39]]

 [[159 122  89]
  [149 117  82]
  [146 113  78]
  ...
  [ 90  53  37]
  [ 88  50  35]
  [ 89  51  35]]]",KE,2023/08/02,805,37.9709781,-0.7528431,973748501401201,4839,Kenya,No,No,No,Many (15-40%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE079-1-1,"[[[178 207 229]
  [172 205 231]
  [168 197 226]
  ...
  [133 159 175]
  [129 150 165]
  [131 150 164]]

 [[173 205 234]
  [168 203 232]
  [152 183 208]
  ...
  [115 138 148]
  [126 146 158]
  [111 131 143]]

 [[173 204 238]
  [169 203 232]
  [117 148 166]
  ...
  [ 85 103 105]
  [103 122 127]
  [ 90 109 116]]

 ...

 [[139  93  81]
  [135  88  76]
  [141  95  83]
  ...
  [115  78  72]
  [154 123 114]
  [132  94  78]]

 [[137  90  80]
  [138  91  81]
  [128  81  71]
  ...
  [126  89  81]
  [137 102  91]
  [129  89  75]]

 [[129  82  74]
  [119  72  64]
  [134  87  78]
  ...
  [ 98  60  52]
  [114  75  67]
  [134  92  84]]]",KE,2023/08/07,1153,37.8302117,-1.5752183000000002,994231501000901,4862,Kenya,No,No,Yes,Common (5-15%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Pulses,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE081-2-1,"[[[185 197 207]
  [211 226 238]
  [208 226 241]
  ...
  [102  88  77]
  [106  92  79]
  [111  97  84]]

 [[156 160 171]
  [196 206 218]
  [209 226 240]
  ...
  [106  93  81]
  [113  99  87]
  [117 103  90]]

 [[166 162 172]
  [174 176 188]
  [207 220 232]
  ...
  [107  96  84]
  [112  98  85]
  [113  99  86]]

 ...

 [[ 88  69  59]
  [ 96  79  69]
  [108  91  82]
  ...
  [164 132 105]
  [140 109  85]
  [154 124 100]]

 [[ 83  65  55]
  [103  86  77]
  [110  95  89]
  ...
  [146 114  88]
  [164 135 111]
  [136 107  83]]

 [[136 120 108]
  [122 107  99]
  [104  90  87]
  ...
  [135 103  79]
  [145 117  93]
  [153 125 101]]]",KE,2023/08/09,982,37.9081902,-1.7361833999999998,998239600901401,4873,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Pulses,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,Yes,No,Rainfed ,No,No,No,No,No,No,No
KE032-1-1,"[[[188 215 242]
  [188 215 242]
  [188 215 242]
  ...
  [219 236 252]
  [223 238 254]
  [220 235 251]]

 [[184 210 237]
  [188 214 241]
  [191 218 245]
  ...
  [222 239 255]
  [219 235 251]
  [217 233 249]]

 [[132 158 185]
  [133 159 186]
  [167 193 220]
  ...
  [221 238 254]
  [216 233 249]
  [214 230 246]]

 ...

 [[119 101  54]
  [ 94  82  38]
  [107  91  53]
  ...
  [189 148 113]
  [190 156 123]
  [185 151 118]]

 [[138 114  76]
  [100  79  43]
  [108  85  53]
  ...
  [137  90  52]
  [187 151 115]
  [189 155 120]]

 [[126 102  70]
  [126 101  70]
  [ 98  73  44]
  ...
  [140 101  65]
  [174 138 101]
  [188 152 117]]]",KE,2023/08/10,724,38.364979999999996,-1.9270033,1003140500100101,4875,Kenya,No,No,Yes,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Pulses,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Fields: 20 – 50%; clustered – irregular pattern and shape ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,Yes,No,Rainfed ,No,No,No,No,No,No,No
KE032-2-1,"[[[ 90 110  61]
  [ 93 115  64]
  [ 85 108  62]
  ...
  [ 66  78  57]
  [ 69  77  56]
  [ 70  76  53]]

 [[ 71  90  46]
  [ 85 106  60]
  [ 83 106  64]
  ...
  [ 67  78  56]
  [ 73  82  63]
  [ 71  80  61]]

 [[ 67  85  45]
  [ 78  98  55]
  [ 77  98  61]
  ...
  [ 60  69  44]
  [ 55  64  46]
  [ 65  75  59]]

 ...

 [[156 137 106]
  [175 160 124]
  [161 151 107]
  ...
  [160 127 104]
  [155 120  98]
  [151 115  93]]

 [[148 131  96]
  [177 161 126]
  [170 155 118]
  ...
  [163 132 107]
  [154 119  97]
  [159 123 101]]

 [[163 148 110]
  [175 158 123]
  [156 138 105]
  ...
  [175 147 121]
  [157 120 100]
  [157 118  97]]]",KE,2023/08/10,683,38.382993299999995,-1.932015,1003140500702001,4877,Kenya,No,No,Yes,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Pulses,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,No,No,No,No
KE064-3-1,"[[[102 123  92]
  [ 97 119  82]
  [ 91 112  80]
  ...
  [107 141 166]
  [166 188 206]
  [207 224 234]]

 [[ 90 110  79]
  [ 90 112  76]
  [ 94 115  83]
  ...
  [102 134 159]
  [141 167 187]
  [182 204 216]]

 [[ 80 101  69]
  [119 141 106]
  [107 128  97]
  ...
  [105 135 159]
  [113 142 166]
  [125 151 169]]

 ...

 [[129 100  76]
  [ 89  76  56]
  [ 78  70  65]
  ...
  [ 81  63  54]
  [ 71  54  40]
  [110  93  76]]

 [[130  98  77]
  [103  85  64]
  [ 82  69  60]
  ...
  [ 83  65  55]
  [ 74  57  44]
  [ 98  81  65]]

 [[118  84  65]
  [122 100  77]
  [ 82  65  52]
  ...
  [ 87  69  58]
  [ 86  69  55]
  [110  93  77]]]",KE,2023/06/12,1787,35.215503600000005,-0.9774185999999999,979522100400401,4885,Kenya,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Vegetables,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),Yes,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,Yes
KE054-4-1,"[[[121 129  69]
  [108 126  98]
  [ 35  61  13]
  ...
  [113 136  23]
  [114 139  23]
  [106 130  21]]

 [[157 156 117]
  [136 148 132]
  [ 33  57  19]
  ...
  [116 139  26]
  [117 141  25]
  [105 128  20]]

 [[136 125 110]
  [123 130 125]
  [ 33  55  24]
  ...
  [120 143  31]
  [115 139  23]
  [106 130  22]]

 ...

 [[ 46  69  13]
  [ 44  67  11]
  [ 51  74  18]
  ...
  [105 116  47]
  [ 76  86  31]
  [ 63  72  27]]

 [[ 48  71  15]
  [ 47  70  14]
  [ 51  74  17]
  ...
  [113 122  68]
  [ 96 106  52]
  [ 90 100  50]]

 [[ 46  69  13]
  [ 47  70  14]
  [ 50  73  17]
  ...
  [117 126  74]
  [101 111  56]
  [ 92 102  50]]]",KE,2023/06/15,1710,35.31935870000001,-0.2559175,961710700100201,4896,Kenya,No,No,No,Very few (0-2%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE054-2-2,"[[[78 95 57]
  [71 89 48]
  [68 86 42]
  ...
  [51 82  2]
  [48 80  0]
  [48 81  2]]

 [[72 90 50]
  [69 87 46]
  [65 84 39]
  ...
  [49 80  1]
  [48 80  0]
  [48 81  1]]

 [[69 87 46]
  [67 85 42]
  [65 84 39]
  ...
  [50 81  1]
  [48 81  1]
  [48 81  1]]

 ...

 [[28 42  4]
  [14 27  6]
  [17 34  5]
  ...
  [37 66  2]
  [39 68  4]
  [35 64  0]]

 [[31 47  8]
  [15 28  7]
  [16 32  2]
  ...
  [39 68  4]
  [38 67  3]
  [36 65  2]]

 [[30 46  7]
  [ 8 22  2]
  [22 37  6]
  ...
  [38 67  3]
  [40 69  5]
  [37 66  3]]]",KE,2023/06/15,1728,35.3294735,-0.2700608,961710701701302,4898,Kenya,No,No,No,Very few (0-2%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE094-1-1,"[[[172 179  68]
  [222 221 201]
  [255 255 249]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[175 182  79]
  [234 234 217]
  [255 255 250]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[184 190 103]
  [243 243 232]
  [255 255 252]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 39  53   6]
  [ 56  70  20]
  [ 46  59  19]
  ...
  [ 45  53  20]
  [121 115  81]
  [ 82  81  47]]

 [[ 46  57  12]
  [ 61  73  26]
  [ 51  62  13]
  ...
  [ 40  49  16]
  [ 93  89  57]
  [ 69  60  25]]

 [[ 52  63  16]
  [ 62  73  28]
  [ 66  76  25]
  ...
  [ 33  42  11]
  [ 74  71  35]
  [ 86  75  30]]]",KE,2023/08/01,1892,34.8289266,0.9116804000000001,932763400101501,4915,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE096-2-1,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [151 164 185]
  [140 156 175]
  [165 182 203]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [184 195 214]
  [190 203 216]
  [179 192 211]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [182 190 208]
  [208 215 226]
  [173 178 199]]

 ...

 [[ 17  19   6]
  [  7  18   2]
  [  5  19   3]
  ...
  [ 57  68  36]
  [ 59  56  29]
  [ 79  71  45]]

 [[ 12  21   5]
  [  5  22   4]
  [ 21  22   9]
  ...
  [ 69  71  41]
  [105  92  66]
  [ 84  69  45]]

 [[ 11  22   6]
  [ 10  28  10]
  [ 32  28  17]
  ...
  [ 90  87  58]
  [169 153 129]
  [ 99  82  59]]]",KE,2023/08/03,2116,35.3299811,0.6945977,938109800301301,4921,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Mechanical (tractor),No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE037-1-1,"[[[172 190 212]
  [172 190 212]
  [174 192 214]
  ...
  [194 204 213]
  [194 204 214]
  [194 204 214]]

 [[172 190 212]
  [172 190 212]
  [173 191 213]
  ...
  [194 204 213]
  [194 204 213]
  [194 204 214]]

 [[172 190 212]
  [172 190 212]
  [173 191 213]
  ...
  [194 204 213]
  [194 204 214]
  [194 204 214]]

 ...

 [[148 123  85]
  [112  88  54]
  [141 129  92]
  ...
  [151 127  91]
  [131 109  75]
  [118 114  49]]

 [[153 136  90]
  [149 127  89]
  [151 135 100]
  ...
  [127 102  67]
  [117  95  56]
  [107 106  36]]

 [[141 130  76]
  [151 130  89]
  [149 133  98]
  ...
  [136 111  74]
  [130 110  62]
  [116 119  45]]]",KE,2023/07/31,1216,34.0638984,0.1970222,950125901700401,6099,Kenya,No,No,No,Abundant (40-80%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Roots and tubers,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,Yes,No,Rainfed ,No,No,No,No,No,No,No
KE037-4-1,"[[[108 107  87]
  [136 130 119]
  [121 119 104]
  ...
  [196 201 209]
  [164 163 171]
  [204 207 214]]

 [[163 162 144]
  [150 144 136]
  [116 114 102]
  ...
  [199 205 211]
  [160 160 167]
  [199 202 209]]

 [[152 151 140]
  [133 128 123]
  [113 112 103]
  ...
  [200 206 212]
  [160 160 166]
  [196 199 205]]

 ...

 [[160 112  75]
  [159 112  76]
  [160 115  81]
  ...
  [106  79  58]
  [ 95  67  43]
  [101  75  51]]

 [[162 114  77]
  [158 111  76]
  [154 109  76]
  ...
  [ 99  71  50]
  [111  84  61]
  [119  93  70]]

 [[168 120  83]
  [156 109  74]
  [151 106  72]
  ...
  [106  78  57]
  [135 109  86]
  [118  92  69]]]",KE,2023/07/31,1235,34.0635024,0.20342760000000001,950125901000401,6100,Kenya,No,No,No,Common (5-15%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Roots and tubers,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Not applicable,Manual (hoe),Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
